1728577394257,0,0,0,0,0,0
1728577394266,0,0,0,0,0,0
1728577394276,0,0,0,0,0,0
1728577394287,0,0,0,0,0,0
1728577394297,0,0,0,0,0,0
1728577394307,0,0,0,0,0,0
1728577394317,0,0,0,0,0,0
1728577394327,0,0,0,0,0,0
1728577394337,0,0,0,0,0,0
1728577394347,0,0,0,0,0,0
1728577394357,0,0,0,0,0,0
1728577394367,0,0,0,0,0,0
1728577394378,0,0,0,0,0,0
1728577394387,0,0,0,0,0,0
1728577394396,0,0,0,0,0,0
1728577394407,0,0,0,0,0,0
1728577394417,0,0,0,0,0,0
1728577394426,0,0,0,0,0,0
1728577394437,0,0,0,0,0,0
1728577394447,0,0,0,0,0,0
1728577394459,0,0,0,0,0,0
1728577394468,0,0,0,0,0,0
1728577394476,0,0,0,0,0,0
1728577394487,0,0,0,0,0,0
1728577394497,0,0,0,0,0,0
1728577394507,0,0,0,0,0,0
1728577394517,0,0,0,0,0,0
1728577394527,0,0,0,0,0,0
1728577394536,0,0,0,0,0,0
1728577394547,0,0,0,0,0,0
1728577394557,0,0,0,0,0,0
1728577394566,0,0,0,0,0,0
1728577394577,0,0,0,0,0,0
1728577394587,0,0,0,0,0,0
1728577394597,0,0,0,0,0,0
1728577394607,0,0,0,0,0,0
1728577394616,0,0,0,0,0,0
1728577394626,0,0,0,0,0,0
1728577394657,0,0,0,0,0,0
1728577394667,0,0,0,0,0,0
1728577394677,0,0,0,0,0,0
1728577394687,0,0,0,0,0,0
1728577394696,0,0,0,0,0,0
1728577394707,0,0,0,0,0,0
1728577394716,0,0,0,0,0,0
1728577394727,0,0,0,0,0,0
1728577394738,0,0,0,0,0,0
1728577394747,0,0,0,0,0,0
1728577394757,0,0,0,0,0,0
1728577394767,0,0,0,0,0,0
1728577394776,0,0,0,0,0,0
1728577394787,0,0,0,0,0,0
1728577394797,0,0,0,0,0,0
1728577394806,0,0,0,0,0,0
1728577394817,0,0,0,0,0,0
1728577394826,0,0,0,0,0,0
1728577394837,0,0,0,0,0,0
1728577394847,0,0,0,0,0,0
1728577394856,0,0,0,0,0,0
1728577394866,0,0,0,0,0,0
1728577394876,0,0,0,0,0,0
1728577394886,0,0,0,0,0,0
1728577394896,0,0,0,0,0,0
1728577394906,0,0,0,0,0,0
1728577394917,0,0,0,0,0,0
1728577394926,0,0,0,0,0,0
1728577394938,0,0,0,0,0,0
1728577394947,0,0,0,0,0,0
1728577394959,0,0,0,0,0,0
1728577394967,0,0,0,0,0,0
1728577394977,0,0,0,0,0,0
1728577394987,0,0,0,0,0,0
1728577394996,0,0,0,0,0,0
1728577395007,0,0,0,0,0,0
1728577395017,0,0,0,0,0,0
1728577395026,0,0,0,0,0,0
1728577395039,0,0,0,0,0,0
1728577395067,0,0,0,0,0,0
1728577395077,0,0,0,0,0,0
1728577395087,0,0,0,0,0,0
1728577395097,0,0,0,0,0,0
1728577395107,0,0,0,0,0,0
1728577395116,0,0,0,0,0,0
1728577395127,0,0,0,0,0,0
1728577395137,0,0,0,0,0,0
1728577395147,0,0,0,0,0,0
1728577395157,0,0,0,0,0,0
1728577395167,0,0,0,0,0,0
1728577395177,0,0,0,0,0,0
1728577395187,0,0,0,0,0,0
1728577395197,0,0,0,0,0,0
1728577395208,0,0,0,0,0,0
1728577395217,0,0,0,0,0,0
1728577395227,0,0,0,0,0,0
1728577395237,0,0,0,0,0,0
1728577395247,0,0,0,0,0,0
1728577395256,0,0,0,0,0,0
1728577395267,0,0,0,0,0,0
1728577395276,0,0,0,0,0,0
1728577395287,0,0,0,0,0,0
1728577395297,0,0,0,0,0,0
1728577395307,0,0,0,0,0,0
1728577395317,0,0,0,0,0,0
1728577395327,0,0,0,0,0,0
1728577395336,0,0,0,0,0,0
1728577395346,0,0,0,0,0,0
1728577395357,0,0,0,0,0,0
1728577395366,0,0,0,0,0,0
1728577395377,0,0,0,0,0,0
1728577395386,0,0,0,0,0,0
1728577395396,0,0,0,0,0,0
1728577395407,0,0,0,0,0,0
1728577395417,0,0,0,0,0,0
1728577395427,0,0,0,0,0,0
1728577395437,0,0,0,0,0,0
1728577395449,0,0,0,0,0,0
1728577395476,0,0,0,0,0,0
1728577395484,0,0,0,0,0,0
1728577395492,0,0,0,0,0,0
1728577395500,0,0,0,0,0,0
1728577395516,0,0,0,0,0,0
1728577395529,0,0,0,0,0,0
1728577395536,0,0,0,0,0,0
1728577395546,0,0,0,0,0,0
1728577395578,0,0,0,0,0,0
1728577395586,0,0,0,0,0,0
1728577395597,0,0,0,0,0,0
1728577395607,0,0,0,0,0,0
1728577395616,0,0,0,0,0,0
1728577395627,0,0,0,0,0,0
1728577395637,0,0,0,0,0,0
1728577395647,0,0,0,0,0,0
1728577395657,0,0,0,0,0,0
1728577395666,0,0,0,0,0,0
1728577395676,0,0,0,0,0,0
1728577395687,0,0,0,0,0,0
1728577395697,0,0,0,0,0,0
1728577395709,0,0,0,0,0,0
1728577395717,0,0,0,0,0,0
1728577395727,0,0,0,0,0,0
1728577395738,0,0,0,0,0,0
1728577395747,0,0,0,0,0,0
1728577395758,0,0,0,0,0,0
1728577395788,0,0,0,0,0,0
1728577395791,0,0,0,0,0,0
1728577395804,0,0,0,0,0,0
1728577395812,0,0,0,0,0,0
1728577395821,0,0,0,0,0,0
1728577395837,0,0,0,0,0,0
1728577395844,0,0,0,0,0,0
1728577395856,0,0,0,0,0,0
1728577395864,0,0,0,0,0,0
1728577395872,0,0,0,0,0,0
1728577395881,0,0,0,0,0,0
1728577395889,0,0,0,0,0,0
1728577395905,0,0,0,0,0,0
1728577395913,0,0,0,0,0,0
1728577395924,0,0,0,0,0,0
1728577395931,0,0,0,0,0,0
1728577395947,0,0,0,0,0,0
1728577395956,0,0,0,0,0,0
1728577395988,0,0,0,0,0,0
1728577395996,0,0,0,0,0,0
1728577396004,0,0,0,0,0,0
1728577396012,0,0,0,0,0,0
1728577396020,0,0,0,0,0,0
1728577396037,0,0,0,0,0,0
1728577396047,0,0,0,0,0,0
1728577396056,0,0,0,0,0,0
1728577396067,0,0,0,0,0,0
1728577396077,0,0,0,0,0,0
1728577396087,0,0,0,0,0,0
1728577396097,0,0,0,0,0,0
1728577396107,0,0,0,0,0,0
1728577396117,0,0,0,0,0,0
1728577396127,0,0,0,0,0,0
1728577396137,0,0,0,0,0,0
1728577396147,0,0,0,0,0,0
1728577396157,0,0,0,0,0,0
1728577396168,0,0,0,0,0,0
1728577396176,0,0,0,0,0,0
1728577396186,0,0,0,0,0,0
1728577396196,0,0,0,0,0,0
1728577396207,0,0,0,0,0,0
1728577396217,0,0,0,0,0,0
1728577396227,0,0,0,0,0,0
1728577396238,0,0,0,0,0,0
1728577396247,0,0,0,0,0,0
1728577396257,0,0,0,0,0,0
1728577396269,0,0,0,0,0,0
1728577396277,0,0,0,0,0,0
1728577396287,0,0,0,0,0,0
1728577396297,0,0,0,0,0,0
1728577396306,0,0,0,0,0,0
1728577396316,0,0,0,0,0,0
1728577396327,0,0,0,0,0,0
1728577396336,0,0,0,0,0,0
1728577396347,0,0,0,0,0,0
1728577396357,0,0,0,0,0,0
1728577396365,0,0,0,0,0,0
1728577396397,0,0,0,0,0,0
1728577396406,0,0,0,0,0,0
1728577396414,0,0,0,0,0,0
1728577396422,0,0,0,0,0,0
1728577396430,0,0,0,0,0,0
1728577396446,0,0,0,0,0,0
1728577396457,0,0,0,0,0,0
1728577396462,0,0,0,0,0,0
1728577396470,0,0,0,0,0,0
1728577396486,0,0,0,0,0,0
1728577396494,0,0,0,0,0,0
1728577396502,0,0,0,0,0,0
1728577396510,0,0,0,0,0,0
1728577396526,0,0,0,0,0,0
1728577396534,0,0,0,0,0,0
1728577396543,0,0,0,0,0,0
1728577396551,0,0,0,0,0,0
1728577396566,0,0,0,0,0,0
1728577396574,0,0,0,0,0,0
1728577396586,0,0,0,0,0,0
1728577396597,0,0,0,0,0,0
1728577396606,0,0,0,0,0,0
1728577396617,0,0,0,0,0,0
1728577396627,0,0,0,0,0,0
1728577396637,0,0,0,0,0,0
1728577396646,0,0,0,0,0,0
1728577396657,0,0,0,0,0,0
1728577396667,0,0,0,0,0,0
1728577396677,0,0,0,0,0,0
1728577396687,0,0,0,0,0,0
1728577396697,0,0,0,0,0,0
1728577396708,0,0,0,0,0,0
1728577396717,0,0,0,0,0,0
1728577396727,0,0,0,0,0,0
1728577396738,0,0,0,0,0,0
1728577396743,0,0,0,0,0,0
1728577396752,0,0,0,0,0,0
1728577396760,0,0,0,0,0,0
1728577396775,0,0,0,0,0,0
1728577396807,0,0,0,0,0,0
1728577396826,0,0,0,0,0,0
1728577396847,0,0,0,0,0,0
1728577396866,0,0,0,0,0,0
1728577396886,0,0,0,0,0,0
1728577396906,0,0,0,0,0,0
1728577396926,0,0,0,0,0,0
1728577396946,0,0,0,0,0,0
1728577396966,0,0,0,0,0,0
1728577396986,0,0,0,0,0,0
1728577397006,0,0,0,0,0,0
1728577397026,0,0,0,0,0,0
1728577397044,0,0,0,0,0,0
1728577397060,0,0,0,0,0,0
1728577397087,0,0,0,0,0,0
1728577397106,0,0,0,0,0,0
1728577397126,0,0,0,0,0,0
1728577397136,0,0,0,0,0,0
1728577397156,0,0,0,0,0,0
1728577397176,0,0,0,0,0,0
1728577397217,0,0,0,0,0,0
1728577397236,0,0,0,0,0,0
1728577397256,0,0,0,0,0,0
1728577397276,0,0,0,0,0,0
1728577397297,0,0,0,0,0,0
1728577397316,0,0,0,0,0,0
1728577397336,0,0,0,0,0,0
1728577397356,0,0,0,0,0,0
1728577397376,0,0,0,0,0,0
1728577397396,0,0,0,0,0,0
1728577397416,0,0,0,0,0,0
1728577397436,0,0,0,0,0,0
1728577397457,0,0,0,0,0,0
1728577397476,0,0,0,0,0,0
1728577397488,0,0,0,0,0,0
1728577397496,0,0,0,0,0,0
1728577397516,0,0,0,0,0,0
1728577397536,0,0,0,0,0,0
1728577397556,0,0,0,0,0,0
1728577397566,0,0,0,0,0,0
1728577397576,0,0,0,0,0,0
